u_vertex,v_vertex,u_slot,u_local,v_slot,v_local,kind
0,16,0,0,0,16,internal_thalion_copy
0,19,0,0,0,19,internal_thalion_copy
0,25,0,0,0,25,internal_thalion_copy
0,55,0,0,0,55,internal_thalion_copy
0,90,0,0,1,30,external_signed_carrier
0,270,0,0,4,30,external_signed_carrier
0,330,0,0,5,30,external_signed_carrier
0,390,0,0,6,30,external_signed_carrier
1,15,0,1,0,15,internal_thalion_copy
1,26,0,1,0,26,internal_thalion_copy
1,29,0,1,0,29,internal_thalion_copy
1,35,0,1,0,35,internal_thalion_copy
1,91,0,1,1,31,external_signed_carrier
1,271,0,1,4,31,external_signed_carrier
1,331,0,1,5,31,external_signed_carrier
1,391,0,1,6,31,external_signed_carrier
2,25,0,2,0,25,internal_thalion_copy
2,36,0,2,0,36,internal_thalion_copy
2,39,0,2,0,39,internal_thalion_copy
2,45,0,2,0,45,internal_thalion_copy
2,92,0,2,1,32,external_signed_carrier
2,272,0,2,4,32,external_signed_carrier
2,332,0,2,5,32,external_signed_carrier
2,392,0,2,6,32,external_signed_carrier
3,35,0,3,0,35,internal_thalion_copy
3,46,0,3,0,46,internal_thalion_copy
3,49,0,3,0,49,internal_thalion_copy
3,55,0,3,0,55,internal_thalion_copy
3,93,0,3,1,33,external_signed_carrier
3,273,0,3,4,33,external_signed_carrier
3,333,0,3,5,33,external_signed_carrier
3,393,0,3,6,33,external_signed_carrier
4,15,0,4,0,15,internal_thalion_copy
4,45,0,4,0,45,internal_thalion_copy
4,56,0,4,0,56,internal_thalion_copy
4,59,0,4,0,59,internal_thalion_copy
4,94,0,4,1,34,external_signed_carrier
4,274,0,4,4,34,external_signed_carrier
4,334,0,4,5,34,external_signed_carrier
4,394,0,4,6,34,external_signed_carrier
5,11,0,5,0,11,internal_thalion_copy
5,14,0,5,0,14,internal_thalion_copy
5,20,0,5,0,20,internal_thalion_copy
5,50,0,5,0,50,internal_thalion_copy
5,95,0,5,1,35,external_signed_carrier
5,275,0,5,4,35,external_signed_carrier
5,335,0,5,5,35,external_signed_carrier
5,395,0,5,6,35,external_signed_carrier
6,10,0,6,0,10,internal_thalion_copy
6,21,0,6,0,21,internal_thalion_copy
6,24,0,6,0,24,internal_thalion_copy
6,30,0,6,0,30,internal_thalion_copy
6,96,0,6,1,36,external_signed_carrier
6,276,0,6,4,36,external_signed_carrier
6,336,0,6,5,36,external_signed_carrier
6,396,0,6,6,36,external_signed_carrier
7,20,0,7,0,20,internal_thalion_copy
7,31,0,7,0,31,internal_thalion_copy
7,34,0,7,0,34,internal_thalion_copy
7,40,0,7,0,40,internal_thalion_copy
7,97,0,7,1,37,external_signed_carrier
7,277,0,7,4,37,external_signed_carrier
7,337,0,7,5,37,external_signed_carrier
7,397,0,7,6,37,external_signed_carrier
8,30,0,8,0,30,internal_thalion_copy
8,41,0,8,0,41,internal_thalion_copy
8,44,0,8,0,44,internal_thalion_copy
8,50,0,8,0,50,internal_thalion_copy
8,98,0,8,1,38,external_signed_carrier
8,278,0,8,4,38,external_signed_carrier
8,338,0,8,5,38,external_signed_carrier
8,398,0,8,6,38,external_signed_carrier
9,10,0,9,0,10,internal_thalion_copy
9,40,0,9,0,40,internal_thalion_copy
9,51,0,9,0,51,internal_thalion_copy
9,54,0,9,0,54,internal_thalion_copy
9,99,0,9,1,39,external_signed_carrier
9,279,0,9,4,39,external_signed_carrier
9,339,0,9,5,39,external_signed_carrier
9,399,0,9,6,39,external_signed_carrier
10,24,0,10,0,24,internal_thalion_copy
10,51,0,10,0,51,internal_thalion_copy
10,100,0,10,1,40,external_signed_carrier
10,280,0,10,4,40,external_signed_carrier
10,340,0,10,5,40,external_signed_carrier
10,400,0,10,6,40,external_signed_carrier
11,17,0,11,0,17,internal_thalion_copy
11,20,0,11,0,20,internal_thalion_copy
11,23,0,11,0,23,internal_thalion_copy
11,101,0,11,1,41,external_signed_carrier
11,281,0,11,4,41,external_signed_carrier
11,341,0,11,5,41,external_signed_carrier
11,401,0,11,6,41,external_signed_carrier
12,16,0,12,0,16,internal_thalion_copy
12,18,0,12,0,18,internal_thalion_copy
12,24,0,12,0,24,internal_thalion_copy
12,58,0,12,0,58,internal_thalion_copy
12,102,0,12,1,42,external_signed_carrier
12,282,0,12,4,42,external_signed_carrier
12,342,0,12,5,42,external_signed_carrier
12,402,0,12,6,42,external_signed_carrier
13,17,0,13,0,17,internal_thalion_copy
13,51,0,13,0,51,internal_thalion_copy
13,57,0,13,0,57,internal_thalion_copy
13,59,0,13,0,59,internal_thalion_copy
13,103,0,13,1,43,external_signed_carrier
13,283,0,13,4,43,external_signed_carrier
13,343,0,13,5,43,external_signed_carrier
13,403,0,13,6,43,external_signed_carrier
14,50,0,14,0,50,internal_thalion_copy
14,52,0,14,0,52,internal_thalion_copy
14,58,0,14,0,58,internal_thalion_copy
14,104,0,14,1,44,external_signed_carrier
14,284,0,14,4,44,external_signed_carrier
14,344,0,14,5,44,external_signed_carrier
14,404,0,14,6,44,external_signed_carrier
15,26,0,15,0,26,internal_thalion_copy
15,59,0,15,0,59,internal_thalion_copy
15,105,0,15,1,45,external_signed_carrier
15,285,0,15,4,45,external_signed_carrier
15,345,0,15,5,45,external_signed_carrier
15,405,0,15,6,45,external_signed_carrier
16,55,0,16,0,55,internal_thalion_copy
16,58,0,16,0,58,internal_thalion_copy
16,106,0,16,1,46,external_signed_carrier
16,286,0,16,4,46,external_signed_carrier
16,346,0,16,5,46,external_signed_carrier
16,406,0,16,6,46,external_signed_carrier
17,23,0,17,0,23,internal_thalion_copy
17,59,0,17,0,59,internal_thalion_copy
17,107,0,17,1,47,external_signed_carrier
17,287,0,17,4,47,external_signed_carrier
17,347,0,17,5,47,external_signed_carrier
17,407,0,17,6,47,external_signed_carrier
18,22,0,18,0,22,internal_thalion_copy
18,24,0,18,0,24,internal_thalion_copy
18,26,0,18,0,26,internal_thalion_copy
18,108,0,18,1,48,external_signed_carrier
18,288,0,18,4,48,external_signed_carrier
18,348,0,18,5,48,external_signed_carrier
18,408,0,18,6,48,external_signed_carrier
19,23,0,19,0,23,internal_thalion_copy
19,25,0,19,0,25,internal_thalion_copy
19,27,0,19,0,27,internal_thalion_copy
19,109,0,19,1,49,external_signed_carrier
19,289,0,19,4,49,external_signed_carrier
19,349,0,19,5,49,external_signed_carrier
19,409,0,19,6,49,external_signed_carrier
20,34,0,20,0,34,internal_thalion_copy
20,110,0,20,1,50,external_signed_carrier
20,290,0,20,4,50,external_signed_carrier
20,350,0,20,5,50,external_signed_carrier
20,410,0,20,6,50,external_signed_carrier
21,27,0,21,0,27,internal_thalion_copy
21,30,0,21,0,30,internal_thalion_copy
21,33,0,21,0,33,internal_thalion_copy
21,111,0,21,1,51,external_signed_carrier
21,291,0,21,4,51,external_signed_carrier
21,351,0,21,5,51,external_signed_carrier
21,411,0,21,6,51,external_signed_carrier
22,26,0,22,0,26,internal_thalion_copy
22,28,0,22,0,28,internal_thalion_copy
22,34,0,22,0,34,internal_thalion_copy
22,112,0,22,1,52,external_signed_carrier
22,292,0,22,4,52,external_signed_carrier
22,352,0,22,5,52,external_signed_carrier
22,412,0,22,6,52,external_signed_carrier
23,27,0,23,0,27,internal_thalion_copy
23,113,0,23,1,53,external_signed_carrier
23,293,0,23,4,53,external_signed_carrier
23,353,0,23,5,53,external_signed_carrier
23,413,0,23,6,53,external_signed_carrier
24,114,0,24,1,54,external_signed_carrier
24,294,0,24,4,54,external_signed_carrier
24,354,0,24,5,54,external_signed_carrier
24,414,0,24,6,54,external_signed_carrier
25,36,0,25,0,36,internal_thalion_copy
25,115,0,25,1,55,external_signed_carrier
25,295,0,25,4,55,external_signed_carrier
25,355,0,25,5,55,external_signed_carrier
25,415,0,25,6,55,external_signed_carrier
26,116,0,26,1,56,external_signed_carrier
26,296,0,26,4,56,external_signed_carrier
26,356,0,26,5,56,external_signed_carrier
26,416,0,26,6,56,external_signed_carrier
27,33,0,27,0,33,internal_thalion_copy
27,117,0,27,1,57,external_signed_carrier
27,297,0,27,4,57,external_signed_carrier
27,357,0,27,5,57,external_signed_carrier
27,417,0,27,6,57,external_signed_carrier
28,32,0,28,0,32,internal_thalion_copy
28,34,0,28,0,34,internal_thalion_copy
28,36,0,28,0,36,internal_thalion_copy
28,118,0,28,1,58,external_signed_carrier
28,298,0,28,4,58,external_signed_carrier
28,358,0,28,5,58,external_signed_carrier
28,418,0,28,6,58,external_signed_carrier
29,33,0,29,0,33,internal_thalion_copy
29,35,0,29,0,35,internal_thalion_copy
29,37,0,29,0,37,internal_thalion_copy
29,119,0,29,1,59,external_signed_carrier
29,299,0,29,4,59,external_signed_carrier
29,359,0,29,5,59,external_signed_carrier
29,419,0,29,6,59,external_signed_carrier
30,44,0,30,0,44,internal_thalion_copy
30,60,0,30,1,0,external_signed_carrier
30,240,0,30,4,0,external_signed_carrier
30,300,0,30,5,0,external_signed_carrier
30,360,0,30,6,0,external_signed_carrier
31,37,0,31,0,37,internal_thalion_copy
31,40,0,31,0,40,internal_thalion_copy
31,43,0,31,0,43,internal_thalion_copy
31,61,0,31,1,1,external_signed_carrier
31,241,0,31,4,1,external_signed_carrier
31,301,0,31,5,1,external_signed_carrier
31,361,0,31,6,1,external_signed_carrier
32,36,0,32,0,36,internal_thalion_copy
32,38,0,32,0,38,internal_thalion_copy
32,44,0,32,0,44,internal_thalion_copy
32,62,0,32,1,2,external_signed_carrier
32,242,0,32,4,2,external_signed_carrier
32,302,0,32,5,2,external_signed_carrier
32,362,0,32,6,2,external_signed_carrier
33,37,0,33,0,37,internal_thalion_copy
33,63,0,33,1,3,external_signed_carrier
33,243,0,33,4,3,external_signed_carrier
33,303,0,33,5,3,external_signed_carrier
33,363,0,33,6,3,external_signed_carrier
34,64,0,34,1,4,external_signed_carrier
34,244,0,34,4,4,external_signed_carrier
34,304,0,34,5,4,external_signed_carrier
34,364,0,34,6,4,external_signed_carrier
35,46,0,35,0,46,internal_thalion_copy
35,65,0,35,1,5,external_signed_carrier
35,245,0,35,4,5,external_signed_carrier
35,305,0,35,5,5,external_signed_carrier
35,365,0,35,6,5,external_signed_carrier
36,66,0,36,1,6,external_signed_carrier
36,246,0,36,4,6,external_signed_carrier
36,306,0,36,5,6,external_signed_carrier
36,366,0,36,6,6,external_signed_carrier
37,43,0,37,0,43,internal_thalion_copy
37,67,0,37,1,7,external_signed_carrier
37,247,0,37,4,7,external_signed_carrier
37,307,0,37,5,7,external_signed_carrier
37,367,0,37,6,7,external_signed_carrier
38,42,0,38,0,42,internal_thalion_copy
38,44,0,38,0,44,internal_thalion_copy
38,46,0,38,0,46,internal_thalion_copy
38,68,0,38,1,8,external_signed_carrier
38,248,0,38,4,8,external_signed_carrier
38,308,0,38,5,8,external_signed_carrier
38,368,0,38,6,8,external_signed_carrier
39,43,0,39,0,43,internal_thalion_copy
39,45,0,39,0,45,internal_thalion_copy
39,47,0,39,0,47,internal_thalion_copy
39,69,0,39,1,9,external_signed_carrier
39,249,0,39,4,9,external_signed_carrier
39,309,0,39,5,9,external_signed_carrier
39,369,0,39,6,9,external_signed_carrier
40,54,0,40,0,54,internal_thalion_copy
40,70,0,40,1,10,external_signed_carrier
40,250,0,40,4,10,external_signed_carrier
40,310,0,40,5,10,external_signed_carrier
40,370,0,40,6,10,external_signed_carrier
41,47,0,41,0,47,internal_thalion_copy
41,50,0,41,0,50,internal_thalion_copy
41,53,0,41,0,53,internal_thalion_copy
41,71,0,41,1,11,external_signed_carrier
41,251,0,41,4,11,external_signed_carrier
41,311,0,41,5,11,external_signed_carrier
41,371,0,41,6,11,external_signed_carrier
42,46,0,42,0,46,internal_thalion_copy
42,48,0,42,0,48,internal_thalion_copy
42,54,0,42,0,54,internal_thalion_copy
42,72,0,42,1,12,external_signed_carrier
42,252,0,42,4,12,external_signed_carrier
42,312,0,42,5,12,external_signed_carrier
42,372,0,42,6,12,external_signed_carrier
43,47,0,43,0,47,internal_thalion_copy
43,73,0,43,1,13,external_signed_carrier
43,253,0,43,4,13,external_signed_carrier
43,313,0,43,5,13,external_signed_carrier
43,373,0,43,6,13,external_signed_carrier
44,74,0,44,1,14,external_signed_carrier
44,254,0,44,4,14,external_signed_carrier
44,314,0,44,5,14,external_signed_carrier
44,374,0,44,6,14,external_signed_carrier
45,56,0,45,0,56,internal_thalion_copy
45,75,0,45,1,15,external_signed_carrier
45,255,0,45,4,15,external_signed_carrier
45,315,0,45,5,15,external_signed_carrier
45,375,0,45,6,15,external_signed_carrier
46,76,0,46,1,16,external_signed_carrier
46,256,0,46,4,16,external_signed_carrier
46,316,0,46,5,16,external_signed_carrier
46,376,0,46,6,16,external_signed_carrier
47,53,0,47,0,53,internal_thalion_copy
47,77,0,47,1,17,external_signed_carrier
47,257,0,47,4,17,external_signed_carrier
47,317,0,47,5,17,external_signed_carrier
47,377,0,47,6,17,external_signed_carrier
48,52,0,48,0,52,internal_thalion_copy
48,54,0,48,0,54,internal_thalion_copy
48,56,0,48,0,56,internal_thalion_copy
48,78,0,48,1,18,external_signed_carrier
48,258,0,48,4,18,external_signed_carrier
48,318,0,48,5,18,external_signed_carrier
48,378,0,48,6,18,external_signed_carrier
49,53,0,49,0,53,internal_thalion_copy
49,55,0,49,0,55,internal_thalion_copy
49,57,0,49,0,57,internal_thalion_copy
49,79,0,49,1,19,external_signed_carrier
49,259,0,49,4,19,external_signed_carrier
49,319,0,49,5,19,external_signed_carrier
49,379,0,49,6,19,external_signed_carrier
50,80,0,50,1,20,external_signed_carrier
50,260,0,50,4,20,external_signed_carrier
50,320,0,50,5,20,external_signed_carrier
50,380,0,50,6,20,external_signed_carrier
51,57,0,51,0,57,internal_thalion_copy
51,81,0,51,1,21,external_signed_carrier
51,261,0,51,4,21,external_signed_carrier
51,321,0,51,5,21,external_signed_carrier
51,381,0,51,6,21,external_signed_carrier
52,56,0,52,0,56,internal_thalion_copy
52,58,0,52,0,58,internal_thalion_copy
52,82,0,52,1,22,external_signed_carrier
52,262,0,52,4,22,external_signed_carrier
52,322,0,52,5,22,external_signed_carrier
52,382,0,52,6,22,external_signed_carrier
53,57,0,53,0,57,internal_thalion_copy
53,83,0,53,1,23,external_signed_carrier
53,263,0,53,4,23,external_signed_carrier
53,323,0,53,5,23,external_signed_carrier
53,383,0,53,6,23,external_signed_carrier
54,84,0,54,1,24,external_signed_carrier
54,264,0,54,4,24,external_signed_carrier
54,324,0,54,5,24,external_signed_carrier
54,384,0,54,6,24,external_signed_carrier
55,85,0,55,1,25,external_signed_carrier
55,265,0,55,4,25,external_signed_carrier
55,325,0,55,5,25,external_signed_carrier
55,385,0,55,6,25,external_signed_carrier
56,86,0,56,1,26,external_signed_carrier
56,266,0,56,4,26,external_signed_carrier
56,326,0,56,5,26,external_signed_carrier
56,386,0,56,6,26,external_signed_carrier
57,87,0,57,1,27,external_signed_carrier
57,267,0,57,4,27,external_signed_carrier
57,327,0,57,5,27,external_signed_carrier
57,387,0,57,6,27,external_signed_carrier
58,88,0,58,1,28,external_signed_carrier
58,268,0,58,4,28,external_signed_carrier
58,328,0,58,5,28,external_signed_carrier
58,388,0,58,6,28,external_signed_carrier
59,89,0,59,1,29,external_signed_carrier
59,269,0,59,4,29,external_signed_carrier
59,329,0,59,5,29,external_signed_carrier
59,389,0,59,6,29,external_signed_carrier
60,76,1,0,1,16,internal_thalion_copy
60,79,1,0,1,19,internal_thalion_copy
60,85,1,0,1,25,internal_thalion_copy
60,115,1,0,1,55,internal_thalion_copy
60,150,1,0,2,30,external_signed_carrier
60,390,1,0,6,30,external_signed_carrier
60,450,1,0,7,30,external_signed_carrier
61,75,1,1,1,15,internal_thalion_copy
61,86,1,1,1,26,internal_thalion_copy
61,89,1,1,1,29,internal_thalion_copy
61,95,1,1,1,35,internal_thalion_copy
61,151,1,1,2,31,external_signed_carrier
61,391,1,1,6,31,external_signed_carrier
61,451,1,1,7,31,external_signed_carrier
62,85,1,2,1,25,internal_thalion_copy
62,96,1,2,1,36,internal_thalion_copy
62,99,1,2,1,39,internal_thalion_copy
62,105,1,2,1,45,internal_thalion_copy
62,152,1,2,2,32,external_signed_carrier
62,392,1,2,6,32,external_signed_carrier
62,452,1,2,7,32,external_signed_carrier
63,95,1,3,1,35,internal_thalion_copy
63,106,1,3,1,46,internal_thalion_copy
63,109,1,3,1,49,internal_thalion_copy
63,115,1,3,1,55,internal_thalion_copy
63,153,1,3,2,33,external_signed_carrier
63,393,1,3,6,33,external_signed_carrier
63,453,1,3,7,33,external_signed_carrier
64,75,1,4,1,15,internal_thalion_copy
64,105,1,4,1,45,internal_thalion_copy
64,116,1,4,1,56,internal_thalion_copy
64,119,1,4,1,59,internal_thalion_copy
64,154,1,4,2,34,external_signed_carrier
64,394,1,4,6,34,external_signed_carrier
64,454,1,4,7,34,external_signed_carrier
65,71,1,5,1,11,internal_thalion_copy
65,74,1,5,1,14,internal_thalion_copy
65,80,1,5,1,20,internal_thalion_copy
65,110,1,5,1,50,internal_thalion_copy
65,155,1,5,2,35,external_signed_carrier
65,395,1,5,6,35,external_signed_carrier
65,455,1,5,7,35,external_signed_carrier
66,70,1,6,1,10,internal_thalion_copy
66,81,1,6,1,21,internal_thalion_copy
66,84,1,6,1,24,internal_thalion_copy
66,90,1,6,1,30,internal_thalion_copy
66,156,1,6,2,36,external_signed_carrier
66,396,1,6,6,36,external_signed_carrier
66,456,1,6,7,36,external_signed_carrier
67,80,1,7,1,20,internal_thalion_copy
67,91,1,7,1,31,internal_thalion_copy
67,94,1,7,1,34,internal_thalion_copy
67,100,1,7,1,40,internal_thalion_copy
67,157,1,7,2,37,external_signed_carrier
67,397,1,7,6,37,external_signed_carrier
67,457,1,7,7,37,external_signed_carrier
68,90,1,8,1,30,internal_thalion_copy
68,101,1,8,1,41,internal_thalion_copy
68,104,1,8,1,44,internal_thalion_copy
68,110,1,8,1,50,internal_thalion_copy
68,158,1,8,2,38,external_signed_carrier
68,398,1,8,6,38,external_signed_carrier
68,458,1,8,7,38,external_signed_carrier
69,70,1,9,1,10,internal_thalion_copy
69,100,1,9,1,40,internal_thalion_copy
69,111,1,9,1,51,internal_thalion_copy
69,114,1,9,1,54,internal_thalion_copy
69,159,1,9,2,39,external_signed_carrier
69,399,1,9,6,39,external_signed_carrier
69,459,1,9,7,39,external_signed_carrier
70,84,1,10,1,24,internal_thalion_copy
70,111,1,10,1,51,internal_thalion_copy
70,160,1,10,2,40,external_signed_carrier
70,400,1,10,6,40,external_signed_carrier
70,460,1,10,7,40,external_signed_carrier
71,77,1,11,1,17,internal_thalion_copy
71,80,1,11,1,20,internal_thalion_copy
71,83,1,11,1,23,internal_thalion_copy
71,161,1,11,2,41,external_signed_carrier
71,401,1,11,6,41,external_signed_carrier
71,461,1,11,7,41,external_signed_carrier
72,76,1,12,1,16,internal_thalion_copy
72,78,1,12,1,18,internal_thalion_copy
72,84,1,12,1,24,internal_thalion_copy
72,118,1,12,1,58,internal_thalion_copy
72,162,1,12,2,42,external_signed_carrier
72,402,1,12,6,42,external_signed_carrier
72,462,1,12,7,42,external_signed_carrier
73,77,1,13,1,17,internal_thalion_copy
73,111,1,13,1,51,internal_thalion_copy
73,117,1,13,1,57,internal_thalion_copy
73,119,1,13,1,59,internal_thalion_copy
73,163,1,13,2,43,external_signed_carrier
73,403,1,13,6,43,external_signed_carrier
73,463,1,13,7,43,external_signed_carrier
74,110,1,14,1,50,internal_thalion_copy
74,112,1,14,1,52,internal_thalion_copy
74,118,1,14,1,58,internal_thalion_copy
74,164,1,14,2,44,external_signed_carrier
74,404,1,14,6,44,external_signed_carrier
74,464,1,14,7,44,external_signed_carrier
75,86,1,15,1,26,internal_thalion_copy
75,119,1,15,1,59,internal_thalion_copy
75,165,1,15,2,45,external_signed_carrier
75,405,1,15,6,45,external_signed_carrier
75,465,1,15,7,45,external_signed_carrier
76,115,1,16,1,55,internal_thalion_copy
76,118,1,16,1,58,internal_thalion_copy
76,166,1,16,2,46,external_signed_carrier
76,406,1,16,6,46,external_signed_carrier
76,466,1,16,7,46,external_signed_carrier
77,83,1,17,1,23,internal_thalion_copy
77,119,1,17,1,59,internal_thalion_copy
77,167,1,17,2,47,external_signed_carrier
77,407,1,17,6,47,external_signed_carrier
77,467,1,17,7,47,external_signed_carrier
78,82,1,18,1,22,internal_thalion_copy
78,84,1,18,1,24,internal_thalion_copy
78,86,1,18,1,26,internal_thalion_copy
78,168,1,18,2,48,external_signed_carrier
78,408,1,18,6,48,external_signed_carrier
78,468,1,18,7,48,external_signed_carrier
79,83,1,19,1,23,internal_thalion_copy
79,85,1,19,1,25,internal_thalion_copy
79,87,1,19,1,27,internal_thalion_copy
79,169,1,19,2,49,external_signed_carrier
79,409,1,19,6,49,external_signed_carrier
79,469,1,19,7,49,external_signed_carrier
80,94,1,20,1,34,internal_thalion_copy
80,170,1,20,2,50,external_signed_carrier
80,410,1,20,6,50,external_signed_carrier
80,470,1,20,7,50,external_signed_carrier
81,87,1,21,1,27,internal_thalion_copy
81,90,1,21,1,30,internal_thalion_copy
81,93,1,21,1,33,internal_thalion_copy
81,171,1,21,2,51,external_signed_carrier
81,411,1,21,6,51,external_signed_carrier
81,471,1,21,7,51,external_signed_carrier
82,86,1,22,1,26,internal_thalion_copy
82,88,1,22,1,28,internal_thalion_copy
82,94,1,22,1,34,internal_thalion_copy
82,172,1,22,2,52,external_signed_carrier
82,412,1,22,6,52,external_signed_carrier
82,472,1,22,7,52,external_signed_carrier
83,87,1,23,1,27,internal_thalion_copy
83,173,1,23,2,53,external_signed_carrier
83,413,1,23,6,53,external_signed_carrier
83,473,1,23,7,53,external_signed_carrier
84,174,1,24,2,54,external_signed_carrier
84,414,1,24,6,54,external_signed_carrier
84,474,1,24,7,54,external_signed_carrier
85,96,1,25,1,36,internal_thalion_copy
85,175,1,25,2,55,external_signed_carrier
85,415,1,25,6,55,external_signed_carrier
85,475,1,25,7,55,external_signed_carrier
86,176,1,26,2,56,external_signed_carrier
86,416,1,26,6,56,external_signed_carrier
86,476,1,26,7,56,external_signed_carrier
87,93,1,27,1,33,internal_thalion_copy
87,177,1,27,2,57,external_signed_carrier
87,417,1,27,6,57,external_signed_carrier
87,477,1,27,7,57,external_signed_carrier
88,92,1,28,1,32,internal_thalion_copy
88,94,1,28,1,34,internal_thalion_copy
88,96,1,28,1,36,internal_thalion_copy
88,178,1,28,2,58,external_signed_carrier
88,418,1,28,6,58,external_signed_carrier
88,478,1,28,7,58,external_signed_carrier
89,93,1,29,1,33,internal_thalion_copy
89,95,1,29,1,35,internal_thalion_copy
89,97,1,29,1,37,internal_thalion_copy
89,179,1,29,2,59,external_signed_carrier
89,419,1,29,6,59,external_signed_carrier
89,479,1,29,7,59,external_signed_carrier
90,104,1,30,1,44,internal_thalion_copy
90,120,1,30,2,0,external_signed_carrier
90,360,1,30,6,0,external_signed_carrier
90,420,1,30,7,0,external_signed_carrier
91,97,1,31,1,37,internal_thalion_copy
91,100,1,31,1,40,internal_thalion_copy
91,103,1,31,1,43,internal_thalion_copy
91,121,1,31,2,1,external_signed_carrier
91,361,1,31,6,1,external_signed_carrier
91,421,1,31,7,1,external_signed_carrier
92,96,1,32,1,36,internal_thalion_copy
92,98,1,32,1,38,internal_thalion_copy
92,104,1,32,1,44,internal_thalion_copy
92,122,1,32,2,2,external_signed_carrier
92,362,1,32,6,2,external_signed_carrier
92,422,1,32,7,2,external_signed_carrier
93,97,1,33,1,37,internal_thalion_copy
93,123,1,33,2,3,external_signed_carrier
93,363,1,33,6,3,external_signed_carrier
93,423,1,33,7,3,external_signed_carrier
94,124,1,34,2,4,external_signed_carrier
94,364,1,34,6,4,external_signed_carrier
94,424,1,34,7,4,external_signed_carrier
95,106,1,35,1,46,internal_thalion_copy
95,125,1,35,2,5,external_signed_carrier
95,365,1,35,6,5,external_signed_carrier
95,425,1,35,7,5,external_signed_carrier
96,126,1,36,2,6,external_signed_carrier
96,366,1,36,6,6,external_signed_carrier
96,426,1,36,7,6,external_signed_carrier
97,103,1,37,1,43,internal_thalion_copy
97,127,1,37,2,7,external_signed_carrier
97,367,1,37,6,7,external_signed_carrier
97,427,1,37,7,7,external_signed_carrier
98,102,1,38,1,42,internal_thalion_copy
98,104,1,38,1,44,internal_thalion_copy
98,106,1,38,1,46,internal_thalion_copy
98,128,1,38,2,8,external_signed_carrier
98,368,1,38,6,8,external_signed_carrier
98,428,1,38,7,8,external_signed_carrier
99,103,1,39,1,43,internal_thalion_copy
99,105,1,39,1,45,internal_thalion_copy
99,107,1,39,1,47,internal_thalion_copy
99,129,1,39,2,9,external_signed_carrier
99,369,1,39,6,9,external_signed_carrier
99,429,1,39,7,9,external_signed_carrier
100,114,1,40,1,54,internal_thalion_copy
100,130,1,40,2,10,external_signed_carrier
100,370,1,40,6,10,external_signed_carrier
100,430,1,40,7,10,external_signed_carrier
101,107,1,41,1,47,internal_thalion_copy
101,110,1,41,1,50,internal_thalion_copy
101,113,1,41,1,53,internal_thalion_copy
101,131,1,41,2,11,external_signed_carrier
101,371,1,41,6,11,external_signed_carrier
101,431,1,41,7,11,external_signed_carrier
102,106,1,42,1,46,internal_thalion_copy
102,108,1,42,1,48,internal_thalion_copy
102,114,1,42,1,54,internal_thalion_copy
102,132,1,42,2,12,external_signed_carrier
102,372,1,42,6,12,external_signed_carrier
102,432,1,42,7,12,external_signed_carrier
103,107,1,43,1,47,internal_thalion_copy
103,133,1,43,2,13,external_signed_carrier
103,373,1,43,6,13,external_signed_carrier
103,433,1,43,7,13,external_signed_carrier
104,134,1,44,2,14,external_signed_carrier
104,374,1,44,6,14,external_signed_carrier
104,434,1,44,7,14,external_signed_carrier
105,116,1,45,1,56,internal_thalion_copy
105,135,1,45,2,15,external_signed_carrier
105,375,1,45,6,15,external_signed_carrier
105,435,1,45,7,15,external_signed_carrier
106,136,1,46,2,16,external_signed_carrier
106,376,1,46,6,16,external_signed_carrier
106,436,1,46,7,16,external_signed_carrier
107,113,1,47,1,53,internal_thalion_copy
107,137,1,47,2,17,external_signed_carrier
107,377,1,47,6,17,external_signed_carrier
107,437,1,47,7,17,external_signed_carrier
108,112,1,48,1,52,internal_thalion_copy
108,114,1,48,1,54,internal_thalion_copy
108,116,1,48,1,56,internal_thalion_copy
108,138,1,48,2,18,external_signed_carrier
108,378,1,48,6,18,external_signed_carrier
108,438,1,48,7,18,external_signed_carrier
109,113,1,49,1,53,internal_thalion_copy
109,115,1,49,1,55,internal_thalion_copy
109,117,1,49,1,57,internal_thalion_copy
109,139,1,49,2,19,external_signed_carrier
109,379,1,49,6,19,external_signed_carrier
109,439,1,49,7,19,external_signed_carrier
110,140,1,50,2,20,external_signed_carrier
110,380,1,50,6,20,external_signed_carrier
110,440,1,50,7,20,external_signed_carrier
111,117,1,51,1,57,internal_thalion_copy
111,141,1,51,2,21,external_signed_carrier
111,381,1,51,6,21,external_signed_carrier
111,441,1,51,7,21,external_signed_carrier
112,116,1,52,1,56,internal_thalion_copy
112,118,1,52,1,58,internal_thalion_copy
112,142,1,52,2,22,external_signed_carrier
112,382,1,52,6,22,external_signed_carrier
112,442,1,52,7,22,external_signed_carrier
113,117,1,53,1,57,internal_thalion_copy
113,143,1,53,2,23,external_signed_carrier
113,383,1,53,6,23,external_signed_carrier
113,443,1,53,7,23,external_signed_carrier
114,144,1,54,2,24,external_signed_carrier
114,384,1,54,6,24,external_signed_carrier
114,444,1,54,7,24,external_signed_carrier
115,145,1,55,2,25,external_signed_carrier
115,385,1,55,6,25,external_signed_carrier
115,445,1,55,7,25,external_signed_carrier
116,146,1,56,2,26,external_signed_carrier
116,386,1,56,6,26,external_signed_carrier
116,446,1,56,7,26,external_signed_carrier
117,147,1,57,2,27,external_signed_carrier
117,387,1,57,6,27,external_signed_carrier
